GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Docs Web/docs-core,com.sismics.docs.core.service,InboxService,565,0,40,0,141,0,35,0,15,0
Docs Web/docs-core,com.sismics.docs.core.service,FileService,81,0,2,0,23,0,10,0,9,0
Docs Web/docs-core,com.sismics.docs.core.service,FileSizeService,99,0,8,0,32,0,12,0,8,0
Docs Web/docs-core,com.sismics.docs.core.util.pdf,PdfPage,306,0,18,0,52,0,17,0,8,0
Docs Web/docs-core,com.sismics.util.log4j,MemoryAppender,177,0,26,0,46,0,21,0,8,0
Docs Web/docs-core,com.sismics.util.log4j,LogEntry,27,0,0,0,10,0,5,0,5,0
Docs Web/docs-core,com.sismics.util.log4j,LogCriteria,29,0,0,0,10,0,7,0,7,0
Docs Web/docs-core,com.sismics.util.context,ThreadLocalContext,74,0,8,0,26,0,12,0,8,0
Docs Web/docs-core,com.sismics.docs.core.util,DirectoryUtil,108,0,16,0,31,0,16,0,8,0
Docs Web/docs-core,com.sismics.docs.core.util,ConfigUtil,50,0,2,0,16,0,8,0,7,0
Docs Web/docs-core,com.sismics.docs.core.util,RoutingUtil,200,0,19,0,46,0,14,0,4,0
Docs Web/docs-core,com.sismics.docs.core.util,PdfUtil,248,0,22,0,58,0,15,0,4,0
Docs Web/docs-core,com.sismics.docs.core.util,FileUtil,473,0,26,0,103,0,22,0,9,0
Docs Web/docs-core,com.sismics.docs.core.util,TransactionUtil,102,0,16,0,41,0,12,0,4,0
Docs Web/docs-core,com.sismics.docs.core.util,DocumentUtil,62,0,0,0,17,0,2,0,2,0
Docs Web/docs-core,com.sismics.docs.core.util,SecurityUtil,48,0,11,0,12,0,9,0,3,0
Docs Web/docs-core,com.sismics.docs.core.util,MetadataUtil,373,0,41,0,90,0,30,0,6,0
Docs Web/docs-core,com.sismics.docs.core.util,AuditLogUtil,48,0,2,0,14,0,3,0,2,0
Docs Web/docs-core,com.sismics.docs.core.util,ActionUtil,51,0,4,0,18,0,8,0,5,0
Docs Web/docs-core,com.sismics.docs.core.util,EncryptionUtil,106,0,4,0,24,0,9,0,7,0
Docs Web/docs-core,com.sismics.docs.core.model.jpa,Group,66,0,0,0,23,0,13,0,13,0
Docs Web/docs-core,com.sismics.docs.core.model.jpa,Comment,64,0,0,0,25,0,15,0,15,0
Docs Web/docs-core,com.sismics.docs.core.model.jpa,AuditLog,72,0,0,0,28,0,16,0,16,0
Docs Web/docs-core,com.sismics.docs.core.model.jpa,Relation,47,0,0,0,18,0,10,0,10,0
Docs Web/docs-core,com.sismics.docs.core.model.jpa,User,126,0,0,0,46,0,29,0,29,0
Docs Web/docs-core,com.sismics.docs.core.model.jpa,Contributor,40,0,0,0,15,0,8,0,8,0
Docs Web/docs-core,com.sismics.docs.core.model.jpa,UserGroup,47,0,0,0,18,0,10,0,10,0
Docs Web/docs-core,com.sismics.docs.core.model.jpa,Role,43,0,0,0,17,0,10,0,10,0
Docs Web/docs-core,com.sismics.docs.core.model.jpa,DocumentTag,47,0,0,0,18,0,10,0,10,0
Docs Web/docs-core,com.sismics.docs.core.model.jpa,Share,39,0,0,0,16,0,10,0,10,0
Docs Web/docs-core,com.sismics.docs.core.model.jpa,RoleBaseFunction,54,0,0,0,21,0,12,0,12,0
Docs Web/docs-core,com.sismics.docs.core.model.jpa,Acl,74,0,0,0,27,0,15,0,15,0
Docs Web/docs-core,com.sismics.docs.core.model.jpa,AuthenticationToken,82,0,0,0,29,0,16,0,16,0
Docs Web/docs-core,com.sismics.docs.core.model.jpa,DocumentMetadata,49,0,0,0,18,0,10,0,10,0
Docs Web/docs-core,com.sismics.docs.core.model.jpa,Route,66,0,0,0,23,0,13,0,13,0
Docs Web/docs-core,com.sismics.docs.core.model.jpa,BaseFunction,18,0,0,0,7,0,4,0,4,0
Docs Web/docs-core,com.sismics.docs.core.model.jpa,Vocabulary,51,0,0,0,19,0,10,0,10,0
Docs Web/docs-core,com.sismics.docs.core.model.jpa,File,148,0,4,0,52,0,35,0,33,0
Docs Web/docs-core,com.sismics.docs.core.model.jpa,RouteStep,151,0,0,0,52,0,28,0,28,0
Docs Web/docs-core,com.sismics.docs.core.model.jpa,Document,134,0,0,0,56,0,37,0,37,0
Docs Web/docs-core,com.sismics.docs.core.model.jpa,PasswordRecovery,39,0,0,0,16,0,10,0,10,0
Docs Web/docs-core,com.sismics.docs.core.model.jpa,Config,25,0,0,0,10,0,6,0,6,0
Docs Web/docs-core,com.sismics.docs.core.model.jpa,Metadata,53,0,0,0,19,0,11,0,11,0
Docs Web/docs-core,com.sismics.docs.core.model.jpa,Tag,71,0,0,0,28,0,17,0,17,0
Docs Web/docs-core,com.sismics.docs.core.model.jpa,RouteModel,58,0,0,0,21,0,13,0,13,0
Docs Web/docs-core,com.sismics.docs.core.model.jpa,Webhook,62,0,0,0,22,0,13,0,13,0
Docs Web/docs-core,com.sismics.docs.core.util.action,RemoveTagAction,54,0,4,0,13,0,4,0,2,0
Docs Web/docs-core,com.sismics.docs.core.util.action,ProcessFilesAction,80,0,2,0,22,0,5,0,4,0
Docs Web/docs-core,com.sismics.docs.core.util.action,TagAction,38,0,4,0,9,0,4,0,2,0
Docs Web/docs-core,com.sismics.docs.core.util.action,AddTagAction,71,0,6,0,14,0,5,0,2,0
Docs Web/docs-core,com.sismics.util.css,Selector,63,0,2,0,15,0,4,0,3,0
Docs Web/docs-core,com.sismics.util.css,Rule,19,0,0,0,6,0,3,0,3,0
Docs Web/docs-core,com.sismics.util.mime,MimeType,3,0,0,0,1,0,1,0,1,0
Docs Web/docs-core,com.sismics.util.mime,MimeTypeUtil,52,0,18,0,20,0,17,0,3,0
Docs Web/docs-core,com.sismics.util.io,InputStreamReaderThread,66,0,4,0,15,0,5,0,3,0
Docs Web/docs-core,com.sismics.docs.core.constant,MetadataType,33,0,0,0,6,0,1,0,1,0
Docs Web/docs-core,com.sismics.docs.core.constant,ActionType,21,0,0,0,4,0,1,0,1,0
Docs Web/docs-core,com.sismics.docs.core.constant,Constants,122,0,0,0,3,0,2,0,2,0
Docs Web/docs-core,com.sismics.docs.core.constant,AclType,15,0,0,0,3,0,1,0,1,0
Docs Web/docs-core,com.sismics.docs.core.constant,ConfigType,183,0,0,0,31,0,1,0,1,0
Docs Web/docs-core,com.sismics.docs.core.constant,RouteStepTransition,21,0,0,0,4,0,1,0,1,0
Docs Web/docs-core,com.sismics.docs.core.constant,AclTargetType,21,0,0,0,4,0,1,0,1,0
Docs Web/docs-core,com.sismics.docs.core.constant,AuditLogType,21,0,0,0,4,0,1,0,1,0
Docs Web/docs-core,com.sismics.docs.core.constant,PermType,15,0,0,0,3,0,1,0,1,0
Docs Web/docs-core,com.sismics.docs.core.constant,RouteStepType,15,0,0,0,3,0,1,0,1,0
Docs Web/docs-core,com.sismics.docs.core.constant,WebhookEvent,39,0,0,0,7,0,1,0,1,0
Docs Web/docs-core,com.sismics.docs.core.dao,AclDao,332,0,20,0,83,0,16,0,6,0
Docs Web/docs-core,com.sismics.docs.core.dao,ConfigDao,46,0,4,0,16,0,5,0,3,0
Docs Web/docs-core,com.sismics.docs.core.dao,RouteDao,178,0,4,0,41,0,6,0,4,0
Docs Web/docs-core,com.sismics.docs.core.dao,UserDao,675,0,26,0,158,0,29,0,16,0
Docs Web/docs-core,com.sismics.docs.core.dao,PasswordRecoveryDao,85,0,0,0,20,0,4,0,4,0
Docs Web/docs-core,com.sismics.docs.core.dao,GroupDao,448,0,28,0,106,0,24,0,10,0
Docs Web/docs-core,com.sismics.docs.core.dao,RoleBaseFunctionDao,33,0,0,0,8,0,2,0,2,0
Docs Web/docs-core,com.sismics.docs.core.dao,ContributorDao,100,0,2,0,25,0,5,0,4,0
Docs Web/docs-core,com.sismics.docs.core.dao,CommentDao,164,0,2,0,40,0,6,0,5,0
Docs Web/docs-core,com.sismics.docs.core.dao,WebhookDao,178,0,4,0,42,0,7,0,5,0
Docs Web/docs-core,com.sismics.docs.core.dao,DocumentDao,509,0,4,0,114,0,12,0,10,0
Docs Web/docs-core,com.sismics.docs.core.dao,FileDao,334,0,4,0,86,0,18,0,16,0
Docs Web/docs-core,com.sismics.docs.core.dao,RelationDao,183,0,14,0,45,0,10,0,3,0
Docs Web/docs-core,com.sismics.docs.core.dao,AuthenticationTokenDao,171,0,2,0,43,0,9,0,8,0
Docs Web/docs-core,com.sismics.docs.core.dao,AuditLogDao,195,0,8,0,39,0,7,0,3,0
Docs Web/docs-core,com.sismics.docs.core.dao,DocumentMetadataDao,136,0,2,0,30,0,5,0,4,0
Docs Web/docs-core,com.sismics.docs.core.dao,ShareDao,62,0,0,0,17,0,3,0,3,0
Docs Web/docs-core,com.sismics.docs.core.dao,TagDao,390,0,22,0,95,0,18,0,7,0
Docs Web/docs-core,com.sismics.docs.core.dao,RouteStepDao,346,0,18,0,72,0,14,0,5,0
Docs Web/docs-core,com.sismics.docs.core.dao,VocabularyDao,94,0,0,0,27,0,6,0,6,0
Docs Web/docs-core,com.sismics.docs.core.dao,RouteModelDao,237,0,6,0,55,0,10,0,7,0
Docs Web/docs-core,com.sismics.docs.core.dao,MetadataDao,192,0,2,0,46,0,7,0,6,0
Docs Web/docs-core,com.sismics.docs.core.util.format,TextPlainFormatHandler,72,0,4,0,16,0,7,0,5,0
Docs Web/docs-core,com.sismics.docs.core.util.format,VideoFormatHandler,150,0,4,0,26,0,7,0,5,0
Docs Web/docs-core,com.sismics.docs.core.util.format,PdfFormatHandler,141,0,10,0,32,0,11,0,6,0
Docs Web/docs-core,com.sismics.docs.core.util.format,ImageFormatHandler,208,0,19,0,34,0,15,0,5,0
Docs Web/docs-core,com.sismics.docs.core.util.format,PptxFormatHandler,150,0,6,0,30,0,10,0,7,0
Docs Web/docs-core,com.sismics.docs.core.util.format,OdtFormatHandler,69,0,2,0,14,0,7,0,6,0
Docs Web/docs-core,com.sismics.docs.core.util.format,DocxFormatHandler,71,0,2,0,14,0,7,0,6,0
Docs Web/docs-core,com.sismics.docs.core.util.format,FormatHandlerUtil,44,0,4,0,12,0,5,0,3,0
Docs Web/docs-core,com.sismics.docs.core.util.authentication,AuthenticationUtil,55,0,4,0,15,0,6,0,4,0
Docs Web/docs-core,com.sismics.docs.core.util.authentication,InternalAuthenticationHandler,12,0,0,0,3,0,2,0,2,0
Docs Web/docs-core,com.sismics.docs.core.util.authentication,LdapAuthenticationHandler,185,0,18,0,47,0,13,0,4,0
Docs Web/docs-core,com.sismics.util.totp,KeyRepresentation,15,0,0,0,3,0,1,0,1,0
Docs Web/docs-core,com.sismics.util.totp,GoogleAuthenticatorException,9,0,0,0,4,0,2,0,2,0
Docs Web/docs-core,com.sismics.util.totp,GoogleAuthenticatorKey,24,0,0,0,8,0,4,0,4,0
Docs Web/docs-core,com.sismics.util.totp,ReseedingSecureRandom,168,0,16,0,41,0,13,0,5,0
Docs Web/docs-core,com.sismics.util.totp,GoogleAuthenticatorConfig.GoogleAuthenticatorConfigBuilder,89,0,12,0,24,0,12,0,6,0
Docs Web/docs-core,com.sismics.util.totp,GoogleAuthenticator,408,0,32,0,81,0,33,0,16,0
Docs Web/docs-core,com.sismics.util.totp,GoogleAuthenticatorConfig,40,0,0,0,11,0,6,0,6,0
Docs Web/docs-core,com.sismics.docs.core.util.indexing,LuceneIndexingHandler,1437,0,120,0,307,0,91,0,31,0
Docs Web/docs-core,com.sismics.docs.core.dao.criteria,RouteStepCriteria,27,0,0,0,10,0,7,0,7,0
Docs Web/docs-core,com.sismics.docs.core.dao.criteria,TagCriteria,27,0,0,0,10,0,7,0,7,0
Docs Web/docs-core,com.sismics.docs.core.dao.criteria,AuditLogCriteria,28,0,0,0,11,0,7,0,7,0
Docs Web/docs-core,com.sismics.docs.core.dao.criteria,UserCriteria,35,0,0,0,13,0,9,0,9,0
Docs Web/docs-core,com.sismics.docs.core.dao.criteria,MetadataCriteria,3,0,0,0,1,0,1,0,1,0
Docs Web/docs-core,com.sismics.docs.core.dao.criteria,WebhookCriteria,11,0,0,0,4,0,3,0,3,0
Docs Web/docs-core,com.sismics.docs.core.dao.criteria,RouteCriteria,11,0,0,0,4,0,3,0,3,0
Docs Web/docs-core,com.sismics.docs.core.dao.criteria,GroupCriteria,30,0,0,0,11,0,7,0,7,0
Docs Web/docs-core,com.sismics.docs.core.dao.criteria,RouteModelCriteria,11,0,0,0,4,0,3,0,3,0
Docs Web/docs-core,com.sismics.docs.core.dao.criteria,DocumentCriteria,111,0,0,0,43,0,28,0,28,0
Docs Web/docs-core,com.sismics.docs.core.util.jpa,PaginatedLists,93,0,6,0,24,0,9,0,6,0
Docs Web/docs-core,com.sismics.docs.core.util.jpa,QueryParam,15,0,0,0,6,0,3,0,3,0
Docs Web/docs-core,com.sismics.docs.core.util.jpa,SortCriteria,24,0,4,0,9,0,5,0,3,0
Docs Web/docs-core,com.sismics.docs.core.util.jpa,PaginatedList,29,0,0,0,12,0,7,0,7,0
Docs Web/docs-core,com.sismics.docs.core.util.jpa,QueryUtil,68,0,6,0,13,0,6,0,3,0
Docs Web/docs-web-common,com.sismics.util.filter,TokenBasedSecurityFilter,134,0,24,0,30,0,17,0,5,0
Docs Web/docs-web-common,com.sismics.util.filter,SecurityFilter,146,0,12,0,39,0,15,0,9,0
Docs Web/docs-web-common,com.sismics.util.filter,JwtBasedSecurityFilter,284,0,14,0,76,0,17,0,10,0
Docs Web/docs-web-common,com.sismics.util.filter,RequestContextFilter,206,0,22,0,70,0,17,0,6,0
Docs Web/docs-web-common,com.sismics.util.filter,HeaderBasedSecurityFilter,38,0,8,0,10,0,7,0,3,0
Docs Web/docs-web-common,com.sismics.util.filter,CorsFilter,54,0,6,0,15,0,7,0,4,0
Docs Web/docs-web-common,com.sismics.util.listener,IIOProviderContextListener.LocalFilter,16,0,2,0,4,0,3,0,2,0
Docs Web/docs-web-common,com.sismics.util.listener,IIOProviderContextListener,81,0,6,0,20,0,7,0,4,0
Docs Web/docs-web-common,com.sismics.security,AnonymousPrincipal,22,0,0,0,11,0,9,0,9,0
Docs Web/docs-web-common,com.sismics.security,UserPrincipal,58,0,0,0,24,0,15,0,15,0
Docs Web/docs-web-common,com.sismics.rest.util,ValidationUtil,326,0,34,0,54,0,33,0,16,0
Docs Web/docs-web-common,com.sismics.rest.util,RestUtil,66,0,2,0,13,0,3,0,2,0
Docs Web/docs-web-common,com.sismics.rest.util,AclUtil,60,0,2,0,14,0,3,0,2,0
Docs Web/docs-web-common,com.sismics.rest.exception,ClientException,30,0,0,0,8,0,3,0,3,0
Docs Web/docs-web-common,com.sismics.rest.exception,ServerException,30,0,0,0,8,0,3,0,3,0
Docs Web/docs-web-common,com.sismics.rest.exception,ForbiddenClientException,15,0,0,0,4,0,1,0,1,0
